Region,Date,Temperature_C,Precipitation_mm,Humidity_percent,Min_Temperature_C,Max_Temperature_C,Wind_Speed_kmh,Atmospheric_Pressure_hPa,Heat_Index_C,Year,Month,Day,DayOfYear,Temperature_Range,Comfort_Index,Season,Weather_Severity,Pressure_Category
Goa,2024-01-06,23.2,0.0,93.3,20.6,25.6,14.9,1016.6,23.2,2024,1,6,6,5.0,0,Winter,0,Normal
Gujarat,2024-01-06,12.8,0.0,22.6,-3.9,28.0,14.2,1006.1,12.8,2024,1,6,6,31.9,0,Winter,0,Normal
Haryana,2024-01-06,15.8,0.1,40.9,9.8,21.9,3.4,984.2,15.8,2024,1,6,6,12.099999999999998,0,Winter,0,Low
Himachal Pradesh,2024-01-06,-16.2,1.2,77.2,-25.0,-6.8,27.9,850.0,-16.2,2024,1,6,6,18.2,0,Winter,0,Low
Jharkhand,2024-01-06,15.2,0.0,92.5,6.4,24.0,9.3,987.3,15.2,2024,1,6,6,17.6,0,Winter,0,Low
Karnataka,2024-01-06,7.4,2.4,63.1,3.8,12.4,14.8,922.2,7.4,2024,1,6,6,8.600000000000001,0,Winter,0,Low
Kerala,2024-01-06,22.1,0.0,98.0,14.6,27.4,18.7,1000.5,22.1,2024,1,6,6,12.799999999999999,0,Winter,0,Normal
Madhya Pradesh,2024-01-06,13.6,0.6,51.8,10.0,16.1,4.3,951.5,13.6,2024,1,6,6,6.100000000000001,0,Winter,0,Low
Maharashtra,2024-01-06,7.9,0.7,52.0,4.2,9.6,8.9,953.6,7.9,2024,1,6,6,5.3999999999999995,0,Winter,0,Low
Manipur,2024-01-06,8.7,0.0,75.9,2.1,15.3,4.6,938.2,8.7,2024,1,6,6,13.200000000000001,0,Winter,0,Low
Meghalaya,2024-01-06,8.3,0.2,94.3,0.5,17.5,8.4,871.9,8.3,2024,1,6,6,17.0,0,Winter,0,Low
Mizoram,2024-01-06,2.3,0.0,95.4,-2.6,10.0,2.7,910.2,2.3,2024,1,6,6,12.6,0,Winter,0,Low
Nagaland,2024-01-06,3.0,0.0,89.6,-2.5,8.7,6.4,872.4,3.0,2024,1,6,6,11.2,0,Winter,0,Low
Odisha,2024-01-06,23.4,0.8,74.8,18.0,29.4,8.2,1006.9,23.4,2024,1,6,6,11.399999999999999,0,Winter,0,Normal
Punjab,2024-01-06,12.1,0.9,55.2,6.5,18.5,1.3,985.7,12.1,2024,1,6,6,12.0,0,Winter,0,Low
Rajasthan,2024-01-06,17.6,1.4,17.5,3.0,32.4,5.6,977.1,17.6,2024,1,6,6,29.4,0,Winter,0,Low
Sikkim,2024-01-06,-12.4,0.2,80.4,-19.5,-2.6,39.7,850.0,-12.4,2024,1,6,6,16.9,0,Winter,1,Low
Tamil Nadu,2024-01-06,27.2,1.8,90.8,22.9,32.0,15.6,1004.8,31.9,2024,1,6,6,9.100000000000001,0,Winter,0,Normal
Telangana,2024-01-06,16.7,0.0,54.3,8.9,22.6,10.5,964.6,16.7,2024,1,6,6,13.700000000000001,0,Winter,0,Low
Tripura,2024-01-06,13.9,0.0,77.3,8.4,18.0,9.7,1000.3,13.9,2024,1,6,6,9.6,0,Winter,0,Normal
Uttar Pradesh,2024-01-06,15.2,6.5,72.1,11.0,22.5,4.4,1006.4,15.2,2024,1,6,6,11.5,0,Winter,0,Normal
Uttarakhand,2024-01-06,-6.2,0.0,73.6,-11.7,-1.1,29.9,863.8,-6.2,2024,1,6,6,10.6,0,Winter,0,Low
West Bengal,2024-01-06,27.1,0.0,63.0,18.5,34.2,12.2,1016.0,28.4,2024,1,6,6,15.700000000000003,1,Winter,0,Normal
Andaman and Nicobar Islands,2024-01-06,19.2,0.1,98.0,17.5,19.6,20.9,1016.8,19.2,2024,1,6,6,2.1000000000000014,0,Winter,0,Normal
Chandigarh,2024-01-06,11.0,0.0,74.5,8.4,16.5,4.1,982.8,11.0,2024,1,6,6,8.1,0,Winter,0,Low
Dadra and Nagar Haveli and Daman and Diu,2024-01-06,22.4,0.1,98.0,15.1,29.1,8.5,1013.2,22.4,2024,1,6,6,14.000000000000002,0,Winter,0,Normal
Delhi,2024-01-06,8.3,1.1,59.5,1.1,15.3,8.4,987.3,8.3,2024,1,6,6,14.200000000000001,0,Winter,0,Low
Jammu and Kashmir,2024-01-06,-14.4,0.2,75.3,-22.7,-6.9,43.4,850.0,-14.4,2024,1,6,6,15.799999999999999,0,Winter,1,Low
Ladakh,2024-01-06,-20.0,0.0,36.8,-25.0,-15.0,8.8,850.0,-20.0,2024,1,6,6,10.0,0,Winter,0,Low
Lakshadweep,2024-01-06,22.5,0.0,98.0,18.9,27.6,16.2,1014.3,22.5,2024,1,6,6,8.700000000000003,0,Winter,0,Normal
Puducherry,2024-01-06,23.9,1.2,92.5,21.2,26.2,13.7,1015.2,23.9,2024,1,6,6,5.0,0,Winter,0,Normal
Andhra Pradesh,2024-01-07,20.0,0.2,60.4,14.8,26.4,8.3,1008.5,20.0,2024,1,7,7,11.599999999999998,1,Winter,0,Normal
Arunachal Pradesh,2024-01-07,-9.1,0.9,80.8,-15.2,-4.7,26.4,850.0,-9.1,2024,1,7,7,10.5,0,Winter,0,Low
Assam,2024-01-07,15.6,0.0,83.1,9.9,20.0,4.9,1004.9,15.6,2024,1,7,7,10.1,0,Winter,0,Normal
Bihar,2024-01-07,18.5,0.5,76.3,11.7,25.6,4.4,1022.1,18.5,2024,1,7,7,13.900000000000002,0,Winter,0,High
Chhattisgarh,2024-01-07,13.9,1.4,70.7,9.8,18.5,15.4,973.8,13.9,2024,1,7,7,8.7,0,Winter,0,Low
Goa,2024-01-07,24.2,0.0,90.3,21.5,29.4,6.8,1008.9,24.2,2024,1,7,7,7.899999999999999,0,Winter,0,Normal
Gujarat,2024-01-07,16.1,1.1,17.7,0.6,31.6,10.0,1004.6,16.1,2024,1,7,7,31.0,0,Winter,0,Normal
Haryana,2024-01-07,11.2,13.6,45.3,7.9,15.1,9.2,975.6,11.2,2024,1,7,7,7.199999999999999,0,Winter,0,Low
Himachal Pradesh,2024-01-07,-20.0,0.0,83.1,-24.7,-12.4,31.4,850.0,-20.2,2024,1,7,7,12.299999999999999,0,Winter,1,Low
Jharkhand,2024-01-07,15.2,0.0,69.1,7.8,21.9,5.8,982.3,15.2,2024,1,7,7,14.099999999999998,0,Winter,0,Low
Karnataka,2024-01-07,14.3,0.3,73.5,8.7,21.1,9.4,917.6,14.3,2024,1,7,7,12.400000000000002,0,Winter,0,Low
Kerala,2024-01-07,23.6,1.0,98.0,18.4,27.0,11.9,1018.2,23.6,2024,1,7,7,8.600000000000001,0,Winter,0,Normal
Madhya Pradesh,2024-01-07,14.1,0.0,64.9,4.5,24.5,7.6,951.3,14.1,2024,1,7,7,20.0,0,Winter,0,Low
Maharashtra,2024-01-07,14.0,0.0,34.8,4.9,21.6,11.2,955.0,14.0,2024,1,7,7,16.700000000000003,0,Winter,0,Low
Manipur,2024-01-07,14.5,0.0,74.5,9.1,21.4,6.8,915.0,14.5,2024,1,7,7,12.299999999999999,0,Winter,0,Low
Meghalaya,2024-01-07,2.1,0.0,75.1,-5.4,6.0,5.1,873.3,2.1,2024,1,7,7,11.4,0,Winter,0,Low
Mizoram,2024-01-07,3.2,0.0,83.4,-0.6,11.7,0.0,897.1,3.2,2024,1,7,7,12.299999999999999,0,Winter,0,Low
Nagaland,2024-01-07,3.7,1.0,79.3,-1.2,12.0,1.6,867.3,3.7,2024,1,7,7,13.2,0,Winter,0,Low
Odisha,2024-01-07,22.2,0.0,67.9,12.5,28.3,11.4,999.6,22.2,2024,1,7,7,15.8,1,Winter,0,Low
Punjab,2024-01-07,14.5,0.0,49.8,5.6,21.3,2.9,994.0,14.5,2024,1,7,7,15.700000000000001,0,Winter,0,Low
Rajasthan,2024-01-07,12.8,1.2,15.0,0.6,27.8,11.8,977.7,12.8,2024,1,7,7,27.2,0,Winter,0,Low
Sikkim,2024-01-07,-10.2,0.0,81.0,-17.7,-4.0,29.4,850.0,-10.2,2024,1,7,7,13.7,0,Winter,0,Low
Tamil Nadu,2024-01-07,22.0,0.2,86.3,17.9,26.6,12.0,1002.1,22.0,2024,1,7,7,8.700000000000003,0,Winter,0,Normal
Telangana,2024-01-07,18.1,0.0,38.7,14.1,22.2,0.6,957.9,18.1,2024,1,7,7,8.1,0,Winter,0,Low
Tripura,2024-01-07,15.7,0.7,76.8,5.8,21.6,0.0,1001.5,15.7,2024,1,7,7,15.8,0,Winter,0,Normal
Uttar Pradesh,2024-01-07,14.9,0.0,45.6,10.2,21.0,2.7,1009.9,14.9,2024,1,7,7,10.8,0,Winter,0,Normal
Uttarakhand,2024-01-07,-7.1,0.7,94.8,-17.2,3.2,29.1,863.5,-7.1,2024,1,7,7,20.4,0,Winter,0,Low
West Bengal,2024-01-07,19.9,1.3,78.8,18.7,25.6,21.5,1018.6,19.9,2024,1,7,7,6.900000000000002,0,Winter,0,Normal
Andaman and Nicobar Islands,2024-01-07,24.3,0.1,98.0,21.0,31.3,21.7,1001.8,24.3,2024,1,7,7,10.3,0,Winter,0,Normal
Chandigarh,2024-01-07,8.4,0.1,66.1,2.0,12.4,6.4,965.7,8.4,2024,1,7,7,10.4,0,Winter,0,Low
Dadra and Nagar Haveli and Daman and Diu,2024-01-07,27.7,0.0,89.9,24.8,28.0,13.2,1014.2,33.2,2024,1,7,7,3.1999999999999993,0,Winter,0,Normal
Delhi,2024-01-07,15.7,0.4,46.6,6.6,19.3,8.2,990.9,15.7,2024,1,7,7,12.700000000000001,0,Winter,0,Low
Jammu and Kashmir,2024-01-07,-18.1,7.7,97.2,-25.0,-11.4,31.8,850.0,-18.1,2024,1,7,7,13.6,0,Winter,1,Low
Ladakh,2024-01-07,-20.0,0.7,34.3,-25.0,-15.0,17.1,850.0,-20.0,2024,1,7,7,10.0,0,Winter,0,Low
Lakshadweep,2024-01-07,23.1,0.0,98.0,20.4,27.9,14.9,1010.7,23.1,2024,1,7,7,7.5,0,Winter,0,Normal
Puducherry,2024-01-07,26.6,0.0,77.3,24.4,30.6,15.4,1006.7,26.6,2024,1,7,7,6.200000000000003,0,Winter,0,Normal
Andhra Pradesh,2024-01-08,21.7,22.1,63.0,15.3,29.7,5.9,982.6,21.7,2024,1,8,8,14.399999999999999,1,Winter,0,Low
Arunachal Pradesh,2024-01-08,-8.8,0.0,69.8,-11.7,-3.8,34.0,850.0,-8.8,2024,1,8,8,7.8999999999999995,0,Winter,1,Low
Assam,2024-01-08,18.4,0.0,66.8,12.5,25.5,12.7,1018.3,18.4,2024,1,8,8,13.0,1,Winter,0,Normal
Bihar,2024-01-08,18.1,1.6,63.2,11.3,25.2,5.1,1012.6,18.1,2024,1,8,8,13.899999999999999,1,Winter,0,Normal
Chhattisgarh,2024-01-08,14.5,4.5,65.7,6.3,23.2,4.5,976.8,14.5,2024,1,8,8,16.9,0,Winter,0,Low
Goa,2024-01-08,17.5,0.0,95.7,11.7,20.3,15.1,1015.7,17.5,2024,1,8,8,8.600000000000001,0,Winter,0,Normal
Gujarat,2024-01-08,21.6,0.0,15.6,6.5,36.5,1.7,1005.7,21.6,2024,1,8,8,30.0,0,Winter,0,Normal
Haryana,2024-01-08,21.2,0.0,41.9,13.6,27.0,8.7,987.8,21.2,2024,1,8,8,13.4,1,Winter,0,Low
Himachal Pradesh,2024-01-08,-20.0,0.0,79.9,-25.0,-13.7,35.3,850.0,-20.1,2024,1,8,8,11.3,0,Winter,1,Low
Jharkhand,2024-01-08,17.5,0.0,77.6,12.9,22.3,16.0,987.2,17.5,2024,1,8,8,9.4,0,Winter,0,Low
Karnataka,2024-01-08,12.4,0.2,68.2,4.8,17.1,20.1,916.4,12.4,2024,1,8,8,12.3,0,Winter,0,Low
Kerala,2024-01-08,24.1,0.0,97.2,18.5,31.5,17.2,1011.7,24.1,2024,1,8,8,13.0,0,Winter,0,Normal
Madhya Pradesh,2024-01-08,12.9,0.0,71.5,8.5,15.0,9.9,958.0,12.9,2024,1,8,8,6.5,0,Winter,0,Low
Maharashtra,2024-01-08,10.3,0.0,62.9,2.6,17.1,15.0,952.1,10.3,2024,1,8,8,14.500000000000002,0,Winter,0,Low
Manipur,2024-01-08,6.4,0.7,76.1,6.0,9.0,0.0,922.6,6.4,2024,1,8,8,3.0,0,Winter,0,Low
Meghalaya,2024-01-08,9.0,5.1,91.2,2.9,17.5,5.9,869.5,9.0,2024,1,8,8,14.6,0,Winter,0,Low
Mizoram,2024-01-08,0.2,0.3,73.3,-11.5,7.6,4.1,894.3,0.2,2024,1,8,8,19.1,0,Winter,0,Low
Nagaland,2024-01-08,0.1,0.9,98.0,-6.2,4.8,9.6,887.7,0.1,2024,1,8,8,11.0,0,Winter,0,Low
Odisha,2024-01-08,16.1,13.1,79.0,7.9,25.3,4.4,993.7,16.1,2024,1,8,8,17.4,0,Winter,0,Low
Punjab,2024-01-08,13.0,7.8,50.6,8.3,16.2,9.0,982.8,13.0,2024,1,8,8,7.899999999999999,0,Winter,0,Low
Rajasthan,2024-01-08,12.9,0.5,15.0,2.7,18.1,5.9,990.9,12.9,2024,1,8,8,15.400000000000002,0,Winter,0,Low
Sikkim,2024-01-08,-14.5,0.0,73.4,-20.3,-9.6,28.0,850.0,-14.5,2024,1,8,8,10.700000000000001,0,Winter,0,Low
Tamil Nadu,2024-01-08,20.8,0.0,98.0,19.6,26.1,8.7,1000.5,20.8,2024,1,8,8,6.5,0,Winter,0,Normal
Telangana,2024-01-08,17.2,0.0,44.5,9.9,22.7,8.3,963.0,17.2,2024,1,8,8,12.799999999999999,0,Winter,0,Low
Tripura,2024-01-08,22.8,0.0,73.3,12.5,31.8,8.4,999.6,22.8,2024,1,8,8,19.3,0,Winter,0,Low
Uttar Pradesh,2024-01-08,13.7,0.0,62.3,10.8,16.9,7.2,990.8,13.7,2024,1,8,8,6.099999999999998,0,Winter,0,Low
Uttarakhand,2024-01-08,0.6,1.1,73.6,-9.1,8.3,38.5,872.6,0.6,2024,1,8,8,17.4,0,Winter,1,Low
West Bengal,2024-01-08,22.8,1.5,88.1,14.5,33.2,11.5,1012.7,22.8,2024,1,8,8,18.700000000000003,0,Winter,0,Normal
Andaman and Nicobar Islands,2024-01-08,20.8,0.0,98.0,16.0,24.4,18.8,1001.0,20.8,2024,1,8,8,8.399999999999999,0,Winter,0,Normal
Chandigarh,2024-01-08,14.7,1.2,65.5,8.9,21.2,16.2,977.4,14.7,2024,1,8,8,12.299999999999999,0,Winter,0,Low
Dadra and Nagar Haveli and Daman and Diu,2024-01-08,24.1,2.1,82.7,21.0,26.3,12.4,1017.9,24.1,2024,1,8,8,5.300000000000001,0,Winter,0,Normal
Delhi,2024-01-08,9.6,0.0,44.6,0.4,15.3,8.4,994.8,9.6,2024,1,8,8,14.9,0,Winter,0,Low
Jammu and Kashmir,2024-01-08,-16.5,1.5,86.1,-21.1,-11.4,37.0,850.0,-16.5,2024,1,8,8,9.700000000000001,0,Winter,1,Low
Ladakh,2024-01-08,-20.0,0.9,34.2,-25.0,-15.0,15.2,850.0,-20.0,2024,1,8,8,10.0,0,Winter,0,Low
Lakshadweep,2024-01-08,26.3,0.0,98.0,20.3,31.3,18.8,1018.9,26.3,2024,1,8,8,11.0,0,Winter,0,Normal
Puducherry,2024-01-08,21.7,0.8,95.1,16.7,26.6,13.7,1014.9,21.7,2024,1,8,8,9.900000000000002,0,Winter,0,Normal
Andhra Pradesh,2024-01-09,17.5,0.8,84.8,8.0,27.3,6.9,996.5,17.5,2024,1,9,9,19.3,0,Winter,0,Low
Arunachal Pradesh,2024-01-09,-8.7,1.4,65.5,-17.3,-2.7,33.8,850.0,-8.7,2024,1,9,9,14.600000000000001,0,Winter,1,Low
Assam,2024-01-09,20.3,0.6,62.0,15.3,23.7,10.7,1010.7,20.3,2024,1,9,9,8.399999999999999,1,Winter,0,Normal
Bihar,2024-01-09,17.2,0.1,86.0,9.5,25.6,8.9,1015.8,17.2,2024,1,9,9,16.1,0,Winter,0,Normal
Chhattisgarh,2024-01-09,14.9,0.0,74.1,8.7,21.1,3.7,979.3,14.9,2024,1,9,9,12.400000000000002,0,Winter,0,Low
Goa,2024-01-09,23.8,2.2,98.0,22.0,25.4,12.1,1004.1,23.8,2024,1,9,9,3.3999999999999986,0,Winter,0,Normal
Gujarat,2024-01-09,8.8,0.0,30.0,2.6,18.6,16.3,1006.7,8.8,2024,1,9,9,16.0,0,Winter,0,Normal
Haryana,2024-01-09,18.7,24.1,40.6,11.9,20.5,6.3,966.9,18.7,2024,1,9,9,8.6,1,Winter,0,Low
Himachal Pradesh,2024-01-09,-17.4,0.0,78.6,-24.3,-10.6,32.5,850.0,-17.4,2024,1,9,9,13.700000000000001,0,Winter,1,Low
Jharkhand,2024-01-09,13.6,0.0,75.6,3.9,22.8,7.1,974.0,13.6,2024,1,9,9,18.900000000000002,0,Winter,0,Low
Karnataka,2024-01-09,16.3,0.0,79.5,12.1,19.5,10.6,925.6,16.3,2024,1,9,9,7.4,0,Winter,0,Low
Kerala,2024-01-09,20.1,0.0,98.0,16.9,23.4,20.1,1008.6,20.1,2024,1,9,9,6.5,0,Winter,0,Normal
Madhya Pradesh,2024-01-09,15.1,0.0,53.6,7.2,21.4,8.0,950.9,15.1,2024,1,9,9,14.2,0,Winter,0,Low
Maharashtra,2024-01-09,13.3,0.0,58.5,9.0,15.1,11.1,948.6,13.3,2024,1,9,9,6.1,0,Winter,0,Low
Manipur,2024-01-09,8.1,0.0,63.8,-1.4,18.5,1.1,924.5,8.1,2024,1,9,9,19.9,0,Winter,0,Low
Meghalaya,2024-01-09,7.7,0.0,89.1,0.3,14.2,8.6,873.3,7.7,2024,1,9,9,13.899999999999999,0,Winter,0,Low
Mizoram,2024-01-09,4.1,1.1,85.2,-2.9,6.0,7.7,908.1,4.1,2024,1,9,9,8.9,0,Winter,0,Low
Nagaland,2024-01-09,2.0,0.0,69.8,-6.7,10.0,6.8,886.6,2.0,2024,1,9,9,16.7,0,Winter,0,Low
Odisha,2024-01-09,12.1,0.6,77.9,5.2,14.2,8.3,1002.3,12.1,2024,1,9,9,9.0,0,Winter,0,Normal
Punjab,2024-01-09,14.4,23.6,75.4,6.8,25.7,12.6,969.0,14.4,2024,1,9,9,18.9,0,Winter,0,Low
Rajasthan,2024-01-09,11.1,0.1,28.0,-1.5,22.3,14.5,989.2,11.1,2024,1,9,9,23.8,0,Winter,0,Low
Sikkim,2024-01-09,-8.5,0.0,74.3,-14.3,-4.6,35.6,850.0,-8.5,2024,1,9,9,9.700000000000001,0,Winter,1,Low
Tamil Nadu,2024-01-09,20.2,0.5,98.0,12.7,25.7,12.2,1009.1,20.2,2024,1,9,9,13.0,0,Winter,0,Normal
Telangana,2024-01-09,19.9,0.0,36.8,13.8,25.0,14.7,956.6,19.9,2024,1,9,9,11.2,0,Winter,0,Low
Tripura,2024-01-09,17.8,0.0,64.9,12.3,21.2,7.5,1012.3,17.8,2024,1,9,9,8.899999999999999,0,Winter,0,Normal
Uttar Pradesh,2024-01-09,16.6,0.0,59.8,12.5,23.7,4.4,1015.2,16.6,2024,1,9,9,11.2,0,Winter,0,Normal
Uttarakhand,2024-01-09,-4.9,1.0,70.2,-9.1,2.3,33.9,878.8,-4.9,2024,1,9,9,11.399999999999999,0,Winter,1,Low
West Bengal,2024-01-09,20.2,0.4,71.4,15.2,25.4,18.0,1015.5,20.2,2024,1,9,9,10.2,0,Winter,0,Normal
Andaman and Nicobar Islands,2024-01-09,20.4,1.0,98.0,19.4,21.9,18.4,1014.4,20.4,2024,1,9,9,2.5,0,Winter,0,Normal
Chandigarh,2024-01-09,13.1,0.0,61.5,9.7,15.1,11.8,980.7,13.1,2024,1,9,9,5.4,0,Winter,0,Low
Dadra and Nagar Haveli and Daman and Diu,2024-01-09,19.5,0.3,98.0,19.4,24.4,13.7,1015.8,19.5,2024,1,9,9,5.0,0,Winter,0,Normal
Delhi,2024-01-09,15.5,0.0,58.2,9.7,20.2,4.8,1000.4,15.5,2024,1,9,9,10.5,0,Winter,0,Normal
Jammu and Kashmir,2024-01-09,-16.6,0.0,68.1,-23.1,-12.8,41.3,850.0,-16.6,2024,1,9,9,10.3,0,Winter,1,Low
Ladakh,2024-01-09,-20.0,0.6,32.6,-25.0,-15.0,12.8,850.0,-20.0,2024,1,9,9,10.0,0,Winter,0,Low
Lakshadweep,2024-01-09,27.3,1.6,98.0,26.6,29.6,26.3,1017.2,33.5,2024,1,9,9,3.0,0,Winter,0,Normal
Puducherry,2024-01-09,20.9,0.4,95.7,18.2,21.8,7.7,1024.1,20.9,2024,1,9,9,3.6000000000000014,0,Winter,0,High
Andhra Pradesh,2024-01-10,19.0,1.3,75.1,11.1,27.5,10.4,1001.0,19.0,2024,1,10,10,16.4,0,Winter,0,Normal
Arunachal Pradesh,2024-01-10,-14.3,0.4,83.1,-20.9,-8.9,37.2,850.0,-14.3,2024,1,10,10,11.999999999999998,0,Winter,1,Low
Assam,2024-01-10,15.1,0.0,71.1,9.8,17.0,6.6,1012.7,15.1,2024,1,10,10,7.199999999999999,0,Winter,0,Normal
Bihar,2024-01-10,18.8,0.1,53.7,12.2,25.4,6.8,1004.3,18.8,2024,1,10,10,13.2,1,Winter,0,Normal
Chhattisgarh,2024-01-10,16.2,0.7,58.4,10.4,21.6,0.0,969.2,16.2,2024,1,10,10,11.200000000000001,0,Winter,0,Low
Goa,2024-01-10,20.7,0.0,93.1,18.4,22.4,10.4,1022.9,20.7,2024,1,10,10,4.0,0,Winter,0,High
Gujarat,2024-01-10,16.9,0.9,16.3,7.8,23.5,7.3,997.8,16.9,2024,1,10,10,15.7,0,Winter,0,Low
Haryana,2024-01-10,15.4,0.0,43.7,12.7,21.2,0.0,985.2,15.4,2024,1,10,10,8.5,0,Winter,0,Low
Himachal Pradesh,2024-01-10,-14.6,0.9,71.8,-23.7,-7.7,33.5,850.0,-14.6,2024,1,10,10,16.0,0,Winter,1,Low
Jharkhand,2024-01-10,14.5,0.0,69.1,6.0,22.5,4.0,976.6,14.5,2024,1,10,10,16.5,0,Winter,0,Low
Karnataka,2024-01-10,16.3,0.0,62.0,8.2,26.2,4.3,919.2,16.3,2024,1,10,10,18.0,0,Winter,0,Low
Kerala,2024-01-10,20.8,0.9,81.2,20.4,22.2,18.6,1006.2,20.8,2024,1,10,10,1.8000000000000007,0,Winter,0,Normal
Madhya Pradesh,2024-01-10,14.1,0.9,55.4,11.6,17.8,13.0,957.9,14.1,2024,1,10,10,6.200000000000001,0,Winter,0,Low
Maharashtra,2024-01-10,17.0,2.7,37.9,7.3,26.6,17.6,943.0,17.0,2024,1,10,10,19.3,0,Winter,0,Low
Manipur,2024-01-10,10.0,0.0,71.8,4.3,14.3,15.8,925.8,10.0,2024,1,10,10,10.0,0,Winter,0,Low
Meghalaya,2024-01-10,4.3,0.0,90.7,2.6,7.8,12.6,870.0,4.3,2024,1,10,10,5.199999999999999,0,Winter,0,Low
Mizoram,2024-01-10,7.6,0.0,83.7,-1.9,15.8,7.1,895.5,7.6,2024,1,10,10,17.7,0,Winter,0,Low
Nagaland,2024-01-10,3.6,0.0,91.9,-0.8,9.2,8.4,874.8,3.6,2024,1,10,10,10.0,0,Winter,0,Low
Odisha,2024-01-10,18.9,1.3,72.4,10.7,25.0,8.6,1010.3,18.9,2024,1,10,10,14.3,0,Winter,0,Normal
Punjab,2024-01-10,15.6,0.0,53.1,12.1,22.0,6.8,984.6,15.6,2024,1,10,10,9.9,0,Winter,0,Low
Rajasthan,2024-01-10,10.8,0.1,15.6,-4.2,24.3,19.5,980.2,10.8,2024,1,10,10,28.5,0,Winter,0,Low
Sikkim,2024-01-10,-15.9,0.4,75.0,-21.6,-8.9,34.9,850.0,-15.9,2024,1,10,10,12.700000000000001,0,Winter,1,Low
Tamil Nadu,2024-01-10,23.2,0.3,85.7,18.7,30.0,12.6,1008.7,23.2,2024,1,10,10,11.3,0,Winter,0,Normal
Telangana,2024-01-10,17.9,1.2,43.3,15.2,19.6,7.0,962.3,17.9,2024,1,10,10,4.400000000000002,0,Winter,0,Low
Tripura,2024-01-10,14.5,0.1,73.6,6.7,21.1,4.3,1010.5,14.5,2024,1,10,10,14.400000000000002,0,Winter,0,Normal
Uttar Pradesh,2024-01-10,19.4,0.0,63.5,13.2,24.3,7.5,1000.2,19.4,2024,1,10,10,11.100000000000001,1,Winter,0,Normal
Uttarakhand,2024-01-10,-6.1,3.5,72.3,-7.9,2.6,30.9,858.6,-6.1,2024,1,10,10,10.5,0,Winter,1,Low
West Bengal,2024-01-10,24.4,0.2,83.4,19.2,30.5,3.2,1018.2,24.4,2024,1,10,10,11.3,0,Winter,0,Normal
Andaman and Nicobar Islands,2024-01-10,19.5,0.0,95.4,17.0,23.0,22.1,1014.1,19.5,2024,1,10,10,6.0,0,Winter,0,Normal
Chandigarh,2024-01-10,14.5,0.9,61.7,8.6,19.1,8.2,973.1,14.5,2024,1,10,10,10.500000000000002,0,Winter,0,Low
Dadra and Nagar Haveli and Daman and Diu,2024-01-10,23.6,0.0,90.9,19.7,27.6,15.8,1018.9,23.6,2024,1,10,10,7.900000000000002,0,Winter,0,Normal
Delhi,2024-01-10,15.0,2.0,41.2,10.7,15.9,5.9,974.4,15.0,2024,1,10,10,5.200000000000001,0,Winter,0,Low
Jammu and Kashmir,2024-01-10,-14.2,0.2,74.9,-22.9,-7.6,28.6,850.0,-14.2,2024,1,10,10,15.299999999999999,0,Winter,0,Low
Ladakh,2024-01-10,-20.0,0.2,28.0,-25.0,-15.0,19.9,850.0,-20.0,2024,1,10,10,10.0,0,Winter,0,Low
Lakshadweep,2024-01-10,30.4,0.2,85.0,24.6,33.0,12.0,1017.7,32.962222222222216,2024,1,10,10,8.399999999999999,0,Winter,0,Normal
Puducherry,2024-01-10,21.6,0.0,98.0,17.7,25.3,15.7,1036.5,21.6,2024,1,10,10,7.600000000000001,0,Winter,0,High
Andhra Pradesh,2024-01-11,23.6,0.0,68.1,19.1,27.5,14.3,997.9,23.6,2024,1,11,11,8.399999999999999,1,Winter,0,Low
Arunachal Pradesh,2024-01-11,-11.1,0.0,60.4,-13.1,-7.8,38.2,850.0,-11.1,2024,1,11,11,5.3,0,Winter,1,Low
Assam,2024-01-11,20.9,0.0,55.7,14.6,28.6,7.2,1017.1,20.9,2024,1,11,11,14.000000000000002,1,Winter,0,Normal
Bihar,2024-01-11,13.5,5.8,72.2,6.9,18.2,5.3,1004.9,13.5,2024,1,11,11,11.299999999999999,0,Winter,0,Normal
Chhattisgarh,2024-01-11,19.4,1.1,67.1,14.8,22.6,6.9,989.8,19.4,2024,1,11,11,7.800000000000001,1,Winter,0,Low
Goa,2024-01-11,23.1,0.0,81.0,16.4,26.1,12.0,1019.1,23.1,2024,1,11,11,9.700000000000003,0,Winter,0,Normal
Gujarat,2024-01-11,19.0,2.9,17.1,7.1,35.6,5.5,1008.2,19.0,2024,1,11,11,28.5,0,Winter,0,Normal
Haryana,2024-01-11,8.0,1.0,45.9,1.9,13.8,10.5,980.3,8.0,2024,1,11,11,11.9,0,Winter,0,Low
Himachal Pradesh,2024-01-11,-15.1,0.0,79.0,-23.5,-7.6,33.2,850.0,-15.1,2024,1,11,11,15.9,0,Winter,1,Low
Jharkhand,2024-01-11,13.0,1.3,82.7,7.3,22.9,12.4,988.3,13.0,2024,1,11,11,15.599999999999998,0,Winter,0,Low
Karnataka,2024-01-11,12.9,0.0,64.4,6.3,21.3,14.6,914.1,12.9,2024,1,11,11,15.0,0,Winter,0,Low
Kerala,2024-01-11,20.6,0.0,87.5,16.5,27.1,18.7,1014.7,20.6,2024,1,11,11,10.600000000000001,0,Winter,0,Normal
Madhya Pradesh,2024-01-11,11.6,0.3,81.0,1.8,18.1,6.4,971.9,11.6,2024,1,11,11,16.3,0,Winter,0,Low
